id,name,price,img_url,color,category,description
361,Compact Folding Table,49.99,http://dummyimage.com/156x100.png/cc0000/ffffff,Crimson,Outdoor,Versatile folding table great for events or outdoor activities.
362,Rice Pilaf Mix,2.59,http://dummyimage.com/125x100.png/cc0000/ffffff,Fuscia,Food - Grains,Quick and easy rice pilaf mix for side dishes.
363,Noise Cancelling Ear Muffs,24.99,http://dummyimage.com/155x100.png/cc0000/ffffff,Purple,Safety,Ear protection for shooting and industrial use.
364,Pumpkin Spice Cookies,3.29,http://dummyimage.com/184x100.png/5fa2dd/ffffff,Pink,Food - Bakery,Delicious cookies flavored with pumpkin and spices.
365,Adjustable Kneeling Pad,18.99,http://dummyimage.com/127x100.png/cc0000/ffffff,Indigo,Garden,Comfortable kneeling pad for gardening or home projects.
366,Ginger Tea,4.99,http://dummyimage.com/111x100.png/ff4444/ffffff,Blue,Food - Beverages,A soothing herbal tea made from ginger root.
367,Lockable Bicycle Chain,19.99,http://dummyimage.com/215x100.png/5fa2dd/ffffff,Turquoise,Outdoor,Heavy-duty chain lock for securing bicycles.
368,Mixed Berry Smoothie Pack,5.99,http://dummyimage.com/208x100.png/cc0000/ffffff,Crimson,Food - Frozen Food,"Frozen berries blend perfect for smoothies, just add yogurt."
369,Desk Organizer Set,29.99,http://dummyimage.com/197x100.png/cc0000/ffffff,Green,Office,Stylish desk set to keep your workspace tidy and organized.
370,Set of Herb Garden Markers,8.99,http://dummyimage.com/183x100.png/dddddd/000000,Goldenrod,Garden,Stylish markers for labeling your indoor garden plants.
371,Oven-Baked Parmesan Zucchini,4.99,http://dummyimage.com/222x100.png/cc0000/ffffff,Khaki,Food - Frozen Vegetables,"Frozen zucchini slices coated in parmesan cheese, perfect for baking or frying."
372,Flavored Popcorn Mix,2.99,http://dummyimage.com/197x100.png/5fa2dd/ffffff,Mauv,Food - Snacks,Popcorn tossed with sweet or savory flavors for a tasty snack.
373,Fitness Jump Rope with LCD Counter,15.99,http://dummyimage.com/116x100.png/ff4444/ffffff,Yellow,Fitness,Weighted jump rope that counts jumps and calories burned.
374,Garden Hose,32.99,http://dummyimage.com/172x100.png/cc0000/ffffff,Khaki,Garden,Durable 50-foot garden hose with nozzle.
375,Smart Home Hub,99.99,http://dummyimage.com/214x100.png/cc0000/ffffff,Blue,Smart Home,Connect and control smart devices from one app.
376,Wireless Game Controller,39.99,http://dummyimage.com/169x100.png/ff4444/ffffff,Purple,Gaming,Ergonomic wireless controller for gaming consoles.
377,Sporty Cap,15.99,http://dummyimage.com/175x100.png/5fa2dd/ffffff,Orange,Clothing - Accessories,Stylish cap to complete your athletic look.
378,Almond Joy Munch Bars,1.39,http://dummyimage.com/138x100.png/5fa2dd/ffffff,Mauv,Food - Snacks,"A delightful mix of chocolate, coconut, and almonds in a snack bar."
379,Homemade Salsa,3.79,http://dummyimage.com/127x100.png/dddddd/000000,Teal,Food - Condiments,"Fresh salsa made with tomatoes, onions, and cilantro."
380,Spicy Tuna Salad,4.49,http://dummyimage.com/159x100.png/5fa2dd/ffffff,Mauv,Food - Seafood,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches."
381,Honey Butter Popcorn,2.99,http://dummyimage.com/224x100.png/dddddd/000000,Blue,Food - Snacks,Light and fluffy popcorn coated in sweet honey butter.
382,Fresh Strawberries,3.99,http://dummyimage.com/143x100.png/5fa2dd/ffffff,Purple,Food - Produce,"Sweet and juicy strawberries, perfect for desserts."
383,Mini Hand Gesture Drone,29.99,http://dummyimage.com/177x100.png/dddddd/000000,Mauv,Toys,Toy drone that flies with gestures and is easy to control.
384,French Bread,2.49,http://dummyimage.com/244x100.png/dddddd/000000,Green,Food - Bakery,"Freshly baked French baguette, perfect for dipping."
385,Athletic Sports Bra,24.99,http://dummyimage.com/236x100.png/ff4444/ffffff,Purple,Clothing - Activewear,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric."
386,Safety Goggles,14.99,http://dummyimage.com/230x100.png/dddddd/000000,Khaki,Safety,Protective goggles for DIY and construction work.
387,BBQ Sauce,3.49,http://dummyimage.com/237x100.png/dddddd/000000,Goldenrod,Food - Condiments,"A smoky barbecue sauce, ideal for grilling and dipping."
388,Sourdough Bread,4.99,http://dummyimage.com/147x100.png/cc0000/ffffff,Indigo,Food - Bakery,Artisan-made sourdough bread with a tangy flavor.
389,Blue Corn Tortilla Chips,3.49,http://dummyimage.com/130x100.png/cc0000/ffffff,Crimson,Food - Snacks,"Crunchy chips made from blue corn, perfect for dipping."
390,Comfort Flats,44.99,http://dummyimage.com/215x100.png/dddddd/000000,Pink,Clothing - Shoes,Everyday flats that combine comfort and style.
391,Pizza Stone,29.99,http://dummyimage.com/177x100.png/ff4444/ffffff,Teal,Kitchen,Ceramic pizza stone for homemade pizzas.
392,Cabbage,1.29,http://dummyimage.com/219x100.png/cc0000/ffffff,Red,Food - Produce,"Fresh green cabbage, great for salads and slaws."
393,Portable Air Purifier,69.99,http://dummyimage.com/172x100.png/cc0000/ffffff,Maroon,Health,Compact air purifier to improve indoor air quality.
394,Children's Gardening Set,19.99,http://dummyimage.com/128x100.png/5fa2dd/ffffff,Maroon,Toys,Fun gardening tools designed specifically for kids.
395,Strawberry Rhubarb Jam,4.29,http://dummyimage.com/211x100.png/ff4444/ffffff,Pink,Food - Condiments,"A sweet and tart jam, perfect on toast or in desserts."
396,Portable Air Purifier,69.99,http://dummyimage.com/249x100.png/5fa2dd/ffffff,Pink,Health,Compact air purifier to improve indoor air quality.
397,Glass Food Containers,34.99,http://dummyimage.com/107x100.png/cc0000/ffffff,Purple,Kitchen,BPA-free glass containers for safe food storage.
398,Watering Can with Nozzle,19.99,http://dummyimage.com/207x100.png/dddddd/000000,Mauv,Garden,Stylish watering can for plants with easy pouring nozzle.
399,Black Bean Soup,3.49,http://dummyimage.com/172x100.png/5fa2dd/ffffff,Turquoise,Food - Soups,"Spicy and flavorful soup made with black beans, perfect as a meal or starter."
400,Faux Fur Throw Blanket,39.99,http://dummyimage.com/112x100.png/dddddd/000000,Khaki,Home,Cozy faux fur blanket to add warmth and style to your home.
401,Classic Caesar Salad Kit,4.99,http://dummyimage.com/198x100.png/cc0000/ffffff,Turquoise,Food - Salads,Everything you need for a fresh and delicious Caesar salad.
402,Coconut Curry Chicken,9.99,http://dummyimage.com/199x100.png/5fa2dd/ffffff,Pink,Food - Frozen Foods,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve."
403,Dark Chocolate Covered Almonds,7.19,http://dummyimage.com/112x100.png/5fa2dd/ffffff,Aquamarine,Food - Snacks,Roasted almonds dipped in rich dark chocolate.
404,LED Disco Ball Light,19.99,http://dummyimage.com/224x100.png/dddddd/000000,Crimson,Home,Fun light that creates a disco atmosphere for parties.
405,Coconut Water,2.49,http://dummyimage.com/130x100.png/5fa2dd/ffffff,Purple,Food - Beverages,"Refreshing coconut water, perfect for hydration."
406,Mechanical Pencil Set,19.99,http://dummyimage.com/146x100.png/dddddd/000000,Indigo,Office,"Precision pencils for drawing, sketching, and writing."
407,Multi-Functional Rice Cooker,49.99,http://dummyimage.com/123x100.png/cc0000/ffffff,Violet,Kitchen,Electric rice cooker with multiple cooking settings for perfect rice.
408,Backpacking Tent,109.99,http://dummyimage.com/177x100.png/cc0000/ffffff,Purple,Outdoor,Lightweight and durable tent for camping trips.
409,Ice Cube Tray with Lid,10.99,http://dummyimage.com/235x100.png/cc0000/ffffff,Purple,Kitchen,Silicone tray for making ice cubes with a lid to prevent spills.
410,Ginger Turmeric Latte Mix,5.29,http://dummyimage.com/240x100.png/5fa2dd/ffffff,Yellow,Food - Beverages,A warming blend of ginger and turmeric for lattes.
411,Sriracha Honey Glaze,3.59,http://dummyimage.com/162x100.png/ff4444/ffffff,Goldenrod,Food - Sauces,"A spicy glaze made with sriracha and honey, perfect for meats."
412,Athletic Sports Bra,24.99,http://dummyimage.com/232x100.png/ff4444/ffffff,Orange,Clothing - Activewear,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric."
413,Nutty Granola Clusters,2.49,http://dummyimage.com/115x100.png/5fa2dd/ffffff,Teal,Food - Cereal,Crunchy granola clusters mixed with nuts and honey.
414,Handmade Leather Journal,39.99,http://dummyimage.com/222x100.png/ff4444/ffffff,Green,Books,Beautiful leather-bound journal for writing and sketching.
415,Kids' Dinosaur-Themed Lunchbox,19.99,http://dummyimage.com/144x100.png/cc0000/ffffff,Puce,Accessories,Fun lunchbox for kids with a sturdy design.
416,Kids' Activity Book,14.99,http://dummyimage.com/169x100.png/cc0000/ffffff,Crimson,Books,Fun book filled with puzzles and games for kids.
417,Dark Chocolate Covered Almonds,7.19,http://dummyimage.com/170x100.png/ff4444/ffffff,Khaki,Food - Snacks,Roasted almonds dipped in rich dark chocolate.
418,Fitness Activity Journal,14.99,http://dummyimage.com/147x100.png/cc0000/ffffff,Yellow,Fitness,Journal to record workouts and nutrition.
419,Pressure Washer Accessories Kit,39.99,http://dummyimage.com/134x100.png/cc0000/ffffff,Teal,Home Improvement,Essential attachments for pressure washing.
420,Peanut Butter,3.79,http://dummyimage.com/241x100.png/5fa2dd/ffffff,Indigo,Food - Condiments,"Creamy and smooth peanut butter, perfect for sandwiches."
421,Comfortable Bed Pillow,24.99,http://dummyimage.com/157x100.png/ff4444/ffffff,Puce,Home,Supportive pillow designed for a good night's sleep.
422,Comfort Flats,44.99,http://dummyimage.com/122x100.png/5fa2dd/ffffff,Aquamarine,Clothing - Shoes,Everyday flats that combine comfort and style.
423,Ice Cream Scoop,12.99,http://dummyimage.com/142x100.png/5fa2dd/ffffff,Pink,Kitchen,Durable scoop for perfectly shaped ice cream servings.
424,Wireless Charging Station,39.99,http://dummyimage.com/244x100.png/ff4444/ffffff,Khaki,Electronics,Charge multiple devices with this sleek charging station.
425,Portable Air Compressor,44.99,http://dummyimage.com/236x100.png/dddddd/000000,Crimson,Automotive,Compact air compressor for inflating tires and sports equipment.
426,Leather Wallet,49.99,http://dummyimage.com/201x100.png/ff4444/ffffff,Khaki,Accessories,Genuine leather wallet with multiple compartments.
427,Avocado Oil Mayo,5.29,http://dummyimage.com/194x100.png/5fa2dd/ffffff,Aquamarine,Food - Condiments,Creamy mayonnaise made with avocado oil for a healthier twist.
428,Overnight Duffle Bag,34.99,http://dummyimage.com/212x100.png/dddddd/000000,Fuscia,Travel,Spacious duffle bag for weekend getaways.
429,Organic Coconut Oil,8.99,http://dummyimage.com/176x100.png/dddddd/000000,Red,Food - Oils,"Cold-pressed coconut oil, perfect for cooking, baking, or skin care."
430,Crispy Chickpeas,2.99,http://dummyimage.com/241x100.png/ff4444/ffffff,Puce,Food - Snacks,Roasted chickpeas seasoned for a crunchy snack.
431,Portable Air Purifier,69.99,http://dummyimage.com/202x100.png/5fa2dd/ffffff,Aquamarine,Health,Compact air purifier to improve indoor air quality.
432,Harvest Grain Salad,5.49,http://dummyimage.com/104x100.png/5fa2dd/ffffff,Red,Food - Salads,"A hearty salad with grains, dried fruits, and nuts."
433,Emergency Preparedness Kit,99.99,http://dummyimage.com/218x100.png/cc0000/ffffff,Maroon,Safety,Complete kit for emergency situations including food and water.
434,Telescope,159.99,http://dummyimage.com/142x100.png/ff4444/ffffff,Blue,Outdoor,Beginner telescope for stargazing and exploring.
435,Tandoori Chicken Marinade,2.49,http://dummyimage.com/164x100.png/dddddd/000000,Blue,Food - Condiments,Delicious and tangy marinade for grilling or baking chicken.
436,Digital Voice Recorder,49.99,http://dummyimage.com/155x100.png/dddddd/000000,Pink,Electronics,High-quality voice recorder for lectures and meetings.
437,Frozen Edamame,3.29,http://dummyimage.com/231x100.png/dddddd/000000,Red,Food - Frozen Foods,"Lightly salted frozen edamame, a protein-packed snack."
438,Portable Electric Fan,24.99,http://dummyimage.com/154x100.png/5fa2dd/ffffff,Orange,Home,Compact fan for personal cooling at work or home.
439,Sriracha Honey Glaze,3.59,http://dummyimage.com/152x100.png/ff4444/ffffff,Fuscia,Food - Sauces,"A spicy glaze made with sriracha and honey, perfect for meats."
440,Puzzle,27.99,http://dummyimage.com/200x100.png/dddddd/000000,Aquamarine,Toys,Challenging 1000-piece jigsaw puzzle for all ages.
441,Chocolate Chip Pancake Mix,3.99,http://dummyimage.com/206x100.png/ff4444/ffffff,Violet,Food - Bakery,Easy-to-make pancake mix with chocolate chips included.
442,Maple Breakfast Sausage,5.99,http://dummyimage.com/142x100.png/ff4444/ffffff,Crimson,Food - Meat,Savory sausage links with a hint of maple flavor.
443,Greek Feta Cheese,4.99,http://dummyimage.com/250x100.png/5fa2dd/ffffff,Puce,Food - Dairy,Creamy and crumbly cheese for salads and dishes.
444,Dark Chocolate Covered Almonds,7.19,http://dummyimage.com/206x100.png/cc0000/ffffff,Green,Food - Snacks,Roasted almonds dipped in rich dark chocolate.
445,Chocolate Hazelnut Granola,4.49,http://dummyimage.com/160x100.png/cc0000/ffffff,Puce,Food - Cereal,Crunchy granola with chocolate and hazelnuts for breakfast.
446,Multi-Function Meat Tenderizer,19.99,http://dummyimage.com/139x100.png/cc0000/ffffff,Mauv,Kitchen,Kitchen tool for tenderizing meat to enhance flavors.
447,Almond Butter Cookies,4.49,http://dummyimage.com/208x100.png/dddddd/000000,Goldenrod,Food - Snacks,Soft cookies made with almond butter
448,Peach Preserves,3.79,http://dummyimage.com/165x100.png/cc0000/ffffff,Green,Food - Condiments,"Sweet and fruity peach preserves, perfect for spreading on toast."
449,Vegetable Chips,3.99,http://dummyimage.com/170x100.png/5fa2dd/ffffff,Orange,Food - Snacks,Crispy and crunchy snack made from assorted vegetables.
450,Spicy Italian Sausage,4.99,http://dummyimage.com/170x100.png/5fa2dd/ffffff,Crimson,Food - Meat & Seafood,"Savory sausage with a blend of spices, perfect for pasta dishes."
451,Coconut Cream,2.99,http://dummyimage.com/242x100.png/cc0000/ffffff,Yellow,Food - Baking & Cooking,"Rich cream extracted from coconut milk, ideal for desserts."
452,Wrist Support Brace,19.99,http://dummyimage.com/118x100.png/cc0000/ffffff,Mauv,Health,Comfortable support brace to relieve wrist pain.
453,Cranberry Juice,3.69,http://dummyimage.com/231x100.png/dddddd/000000,Violet,Food - Beverages,Refreshing cranberry juice with no added sugar.
454,Granulated Sugar,2.49,http://dummyimage.com/165x100.png/dddddd/000000,Yellow,Food - Baking,Fine granulated sugar for all your baking needs.
455,Garden Tool Belt,22.99,http://dummyimage.com/146x100.png/cc0000/ffffff,Teal,Garden,Handy belt for carrying garden tools while working.
456,Luxury Bath Robe,49.99,http://dummyimage.com/239x100.png/5fa2dd/ffffff,Indigo,Clothing,Soft and plush robe for comfort after the shower.
457,Spinach Pizza Rolls,4.99,http://dummyimage.com/233x100.png/dddddd/000000,Khaki,Food - Frozen Foods,"Frozen pizza rolls stuffed with spinach and cheese, perfect for snacking."
458,Elderberry Syrup Kit,22.99,http://dummyimage.com/210x100.png/ff4444/ffffff,Maroon,Health,DIY kit to make your own elderberry syrup.
459,Camping Chair,29.99,http://dummyimage.com/105x100.png/ff4444/ffffff,Violet,Outdoor,Portable folding camping chair with cup holder.
460,Silicone Baking Molds,15.99,http://dummyimage.com/123x100.png/ff4444/ffffff,Khaki,Kitchen,Set of flexible molds for baking cakes and pastries.
461,Blueberry Oatmeal Cups,3.29,http://dummyimage.com/206x100.png/cc0000/ffffff,Blue,Food - Breakfast,Instant oatmeal cups with blueberries for an easy breakfast.
462,Ribbed Knit Dress,59.99,http://dummyimage.com/165x100.png/dddddd/000000,Turquoise,Clothing - Dresses,A fitted ribbed knit dress that hugs your curves perfectly.
463,Almond Joy Snack Bars,2.99,http://dummyimage.com/131x100.png/cc0000/ffffff,Fuscia,Food - Snacks,Chewy snack bars with coconut and almonds coated in chocolate.
464,Roasted Garlic Pasta Sauce,4.99,http://dummyimage.com/231x100.png/ff4444/ffffff,Green,Food - Sauces,A flavorful pasta sauce made with roasted garlic.
465,Dog Training Whistle,8.99,http://dummyimage.com/159x100.png/cc0000/ffffff,Mauv,Pets,High-frequency whistle for training your dog effectively.
466,Quinoa and Kale Salad Kit,5.29,http://dummyimage.com/131x100.png/cc0000/ffffff,Pink,Food - Salads,"Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette."
467,Digital Drawing Tablet,79.99,http://dummyimage.com/121x100.png/ff4444/ffffff,Crimson,Art Supplies,Tablet for digital drawing and illustration work.
468,Camping Tarp,32.99,http://dummyimage.com/106x100.png/dddddd/000000,Purple,Outdoor,Durable tarp for outdoor camping and protection.
469,Silicone Stretch Lids,14.99,http://dummyimage.com/232x100.png/ff4444/ffffff,Blue,Kitchen,Reusable silicone lids for covering food in bowls and storage containers.
470,Pet Water Fountain,39.99,http://dummyimage.com/188x100.png/dddddd/000000,Puce,Pets,Automatic water fountain for pets with filtration.
471,Handmade Soap Making Kit,34.99,http://dummyimage.com/209x100.png/cc0000/ffffff,Teal,Crafts,Complete kit for crafting your own scented soaps.
472,Shoe Organizer,39.99,http://dummyimage.com/163x100.png/5fa2dd/ffffff,Maroon,Home,Vertical shoe rack for saving closet space.
473,Maple Glazed Carrots,3.29,http://dummyimage.com/150x100.png/ff4444/ffffff,Turquoise,Food - Prepared Foods,Tender carrots glazed with a sweet maple sauce.
474,Puff Pastry,5.49,http://dummyimage.com/216x100.png/ff4444/ffffff,Indigo,Food - Bakery,Versatile puff pastry for pies and pastries.
475,Vegetarian Sausage Links,5.89,http://dummyimage.com/131x100.png/cc0000/ffffff,Mauv,Food - Meat Substitutes,Plant-based sausage links with spices and herbs.
476,Ethical Wool Scarf,29.99,http://dummyimage.com/154x100.png/cc0000/ffffff,Mauv,Clothing - Accessories,A warm and sustainable wool scarf for chilly days.
477,Slim Fit Chinos,54.99,http://dummyimage.com/101x100.png/ff4444/ffffff,Maroon,Clothing - Pants,Comfortable slim fit chinos for a polished look.
478,Coconut Curry Lentils,5.79,http://dummyimage.com/230x100.png/5fa2dd/ffffff,Crimson,Food - Canned Goods,Lentils cooked in a coconut curry for a hearty meal.
479,Basic V-Neck T-Shirt,19.99,http://dummyimage.com/121x100.png/cc0000/ffffff,Purple,Clothing - Tops,A staple v-neck t-shirt that pairs well with anything.
480,Whole Roasted Chicken,9.99,http://dummyimage.com/139x100.png/5fa2dd/ffffff,Khaki,Food - Meats,"Seasoned and roasted to perfection, ready to eat."
481,Mango Chunks,4.89,http://dummyimage.com/236x100.png/5fa2dd/ffffff,Violet,Food - Frozen Fruits,Frozen mango chunks for smoothies or snacking.
482,Air Purifier,129.99,http://dummyimage.com/115x100.png/ff4444/ffffff,Maroon,Home,HEPA air purifier for clean indoor air.
483,Bamboo Utensil Set,14.99,http://dummyimage.com/129x100.png/ff4444/ffffff,Mauv,Kitchen,Sustainable bamboo utensils for cooking and serving.
484,Pet Travel Carrier,39.99,http://dummyimage.com/219x100.png/dddddd/000000,Mauv,Pets,Comfortable carrier for small pets during travel.
485,Digital Camera,299.99,http://dummyimage.com/149x100.png/ff4444/ffffff,Green,Electronics,Compact digital camera with 20MP resolution.
486,Mini Food Processor,39.99,http://dummyimage.com/174x100.png/dddddd/000000,Red,Kitchen,Compact food processor for quick meal prep.
487,Outdoor Inflatable Pool,149.99,http://dummyimage.com/106x100.png/cc0000/ffffff,Red,Outdoor,Large inflatable pool for summer fun in your backyard.
488,High-Quality Yoga Block,12.99,http://dummyimage.com/128x100.png/ff4444/ffffff,Khaki,Fitness,Foam yoga block for enhancing poses and stability.
489,Electric Opener for Jars and Bottles,24.99,http://dummyimage.com/141x100.png/ff4444/ffffff,Mauv,Kitchen,Easily opens jar lids and bottle caps with one touch.
490,Mini Air Purifier,49.99,http://dummyimage.com/162x100.png/5fa2dd/ffffff,Green,Health,Battery-operated air purifier for small spaces.
491,Graphic Hoodie,49.99,http://dummyimage.com/132x100.png/5fa2dd/ffffff,Fuscia,Clothing - Outerwear,Bold graphic hoodie featuring a comfortable fit and soft fabric.
492,Smart Light Switch,29.99,http://dummyimage.com/116x100.png/ff4444/ffffff,Crimson,Smart Home,Control lights remotely with this smart switch.
493,Casual Long Cardigan,45.99,http://dummyimage.com/246x100.png/ff4444/ffffff,Purple,Clothing - Outerwear,A cozy long cardigan designed for layering in any season.
494,Smoked Salmon,14.99,http://dummyimage.com/210x100.png/cc0000/ffffff,Puce,Food - Seafood,"Deliciously smoked salmon, great for bagels."
495,Inflatable Party Cooler,19.99,http://dummyimage.com/235x100.png/cc0000/ffffff,Khaki,Outdoor,Fun inflatable cooler to keep drinks cold at parties.
496,Garam Masala Spice Blend,2.79,http://dummyimage.com/234x100.png/5fa2dd/ffffff,Fuscia,Food - Spices,A fragrant Indian spice blend for curries and stews.
497,Wireless Range Extender,49.99,http://dummyimage.com/137x100.png/5fa2dd/ffffff,Indigo,Electronics,Boost your Wi-Fi signal for better coverage.
498,Wild Rice & Quinoa Mix,2.99,http://dummyimage.com/108x100.png/cc0000/ffffff,Fuscia,Food - Grains,"Nutritious blend of wild rice and quinoa, perfect as a side dish."
499,Honey Sesame Cashews,4.49,http://dummyimage.com/223x100.png/cc0000/ffffff,Blue,Food - Snacks,Roasted cashews coated in honey and sesame seeds for a sweet treat.
500,Chocolate Chip Cookie Dough,5.49,http://dummyimage.com/189x100.png/dddddd/000000,Fuscia,Food - Baking,Ready-to-bake cookie dough packed with chocolate chips.
501,Smart Light Switch,29.99,http://dummyimage.com/144x100.png/5fa2dd/ffffff,Yellow,Smart Home,Control lights remotely with this smart switch.
502,Pet Waterer with Filtration,39.99,http://dummyimage.com/192x100.png/dddddd/000000,Violet,Pets,Automatic waterer that filters and provides fresh drinking water for pets.
503,Chicken Salad Kit,5.99,http://dummyimage.com/171x100.png/dddddd/000000,Indigo,Food - Prepared Foods,All-in-one kit for making delicious chicken salad.
504,Blender Bottle,12.99,http://dummyimage.com/136x100.png/5fa2dd/ffffff,Crimson,Fitness,Portable mixer bottle for smoothies and protein shakes.
505,Rustic Wooden Picture Frame,19.99,http://dummyimage.com/158x100.png/ff4444/ffffff,Violet,Home,Charming frame to showcase your favorite photos.
506,Tuna Fish (canned),2.29,http://dummyimage.com/140x100.png/cc0000/ffffff,Indigo,Food - Canned Goods,"Wild-caught tuna in olive oil, perfect for salads."
507,Teriyaki Beef Jerky,5.49,http://dummyimage.com/248x100.png/ff4444/ffffff,Blue,Food - Snacks,Savory and chewy beef jerky with teriyaki flavor.
508,Kids' Science Experiment Kit,29.99,http://dummyimage.com/241x100.png/5fa2dd/ffffff,Fuscia,Toys,Engaging kit with science experiments for children.
509,Travel Yoga Mat,34.99,http://dummyimage.com/177x100.png/dddddd/000000,Violet,Fitness,Lightweight yoga mat for practicing on the go.
510,Pesto Genovese,6.49,http://dummyimage.com/150x100.png/cc0000/ffffff,Green,Food - Condiments,Traditional basil pesto made with extra virgin olive oil.
511,Organic Spinach,2.99,http://dummyimage.com/181x100.png/5fa2dd/ffffff,Purple,Food - Produce,"Fresh organic spinach, great for salads or cooking."
512,Folding Backpack Chair,49.99,http://dummyimage.com/144x100.png/dddddd/000000,Turquoise,Outdoor,Versatile chair that easily folds up for carrying.
513,Stick Vacuums Cleaner,129.99,http://dummyimage.com/164x100.png/ff4444/ffffff,Khaki,Home Appliances,Cordless vacuum cleaner for quick clean-ups.
514,Ramen Noodle Soup Cups,1.29,http://dummyimage.com/156x100.png/ff4444/ffffff,Khaki,Food - Prepared Meals,Instant ramen cups with flavor-packed broth.
515,Zucchini Noodles,3.99,http://dummyimage.com/224x100.png/5fa2dd/ffffff,Indigo,Food - Vegetables,"Spiralized zucchini, a healthy alternative to pasta."
516,Wall Planner,19.99,http://dummyimage.com/113x100.png/5fa2dd/ffffff,Turquoise,Office,Large wall planner for organizing schedules.
517,Couscous,2.49,http://dummyimage.com/229x100.png/ff4444/ffffff,Indigo,Food - Grains,"Quick-cooking couscous, great as a side or base."
518,Over-the-Door Hooks,12.99,http://dummyimage.com/203x100.png/5fa2dd/ffffff,Fuscia,Home,Convenient hooks that utilize door space for hanging items.
519,Chocolate Fudge Brownie Mix,2.99,http://dummyimage.com/128x100.png/dddddd/000000,Pink,Food - Baking,Just add water for delicious brownies.
520,Portable Camping Stove,49.99,http://dummyimage.com/214x100.png/5fa2dd/ffffff,Crimson,Outdoor,Compact camp stove for outdoor cooking.
521,Window A/C Unit,299.99,http://dummyimage.com/127x100.png/ff4444/ffffff,Purple,Home Appliances,Energy-efficient window air conditioner for cooling.
522,Herb Garlic Butter,3.99,http://dummyimage.com/126x100.png/cc0000/ffffff,Indigo,Food - Condiments,"A flavorful garlic butter blend, perfect for cooking or baking."
523,High-Speed Blender,99.99,http://dummyimage.com/178x100.png/cc0000/ffffff,Pink,Kitchen,Powerful blender for smoothies and soups.
524,Spinach Artichoke Dip,4.99,http://dummyimage.com/219x100.png/cc0000/ffffff,Puce,Food - Snacks,"A delicious creamy dip featuring spinach and artichokes, perfect for parties."
525,Dark Chocolate Covered Raisins,3.99,http://dummyimage.com/102x100.png/5fa2dd/ffffff,Fuscia,Food - Snacks,Satisfy your sweet tooth with these dark chocolate-covered raisins.
526,Adjustable Pedicure Footrest,39.99,http://dummyimage.com/138x100.png/dddddd/000000,Puce,Beauty,Ergonomic footrest for easier pedicure treatment.
527,Travel Yoga Mat,34.99,http://dummyimage.com/193x100.png/dddddd/000000,Fuscia,Fitness,Lightweight yoga mat for practicing on the go.
528,Sushi Rice,3.99,http://dummyimage.com/203x100.png/dddddd/000000,Orange,Food - Grains,Short-grain sushi rice for perfect rolls.
529,Frozen Burritos,8.99,http://dummyimage.com/122x100.png/dddddd/000000,Teal,Food - Frozen Foods,Easy-to-heat frozen burritos for a quick meal.
530,Spicy Salsa Verde,3.49,http://dummyimage.com/249x100.png/5fa2dd/ffffff,Khaki,Food - Condiments,"Green salsa with a spicy kick, great for dipping."
531,Outdoor Camping Lantern,34.99,http://dummyimage.com/107x100.png/5fa2dd/ffffff,Maroon,Outdoor,Rechargeable LED lantern ideal for camping and outdoor activities.
532,Jennifer's Amazing Lip Balm Kit,22.99,http://dummyimage.com/231x100.png/dddddd/000000,Mauv,Beauty,DIY kit to make your own lip balms in various flavors.
533,Infrared Space Heater,99.99,http://dummyimage.com/148x100.png/dddddd/000000,Violet,Home Appliances,Energy-efficient infrared heater for home use.
534,Coconut Chips,3.59,http://dummyimage.com/134x100.png/dddddd/000000,Blue,Food - Snacks,"Crunchy, toasted coconut chips for snacking."
535,Green Smoothie Mix,5.99,http://dummyimage.com/149x100.png/5fa2dd/ffffff,Violet,Food - Beverages,A convenient powder mix combining greens and fruits for smoothies.
536,Chic Jumpsuit,89.99,http://dummyimage.com/173x100.png/dddddd/000000,Puce,Clothing - Jumpsuits,An elegant jumpsuit that can be dressed up or down.
537,Non-Slip Yoga Socks,12.99,http://dummyimage.com/194x100.png/ff4444/ffffff,Crimson,Fitness,Yoga socks designed to provide better grip and stability.
538,Pasta Maker Machine,59.99,http://dummyimage.com/202x100.png/cc0000/ffffff,Aquamarine,Kitchen,Manual pasta maker for creating fresh pasta at home.
539,Insulated Wine Tote,24.99,http://dummyimage.com/197x100.png/5fa2dd/ffffff,Orange,Accessories,Stylish tote to keep wine bottles chilled while traveling.
540,Emergency Preparedness Kit,99.99,http://dummyimage.com/101x100.png/dddddd/000000,Yellow,Safety,Complete kit for emergency situations including food and water.
541,Luxe Velvet Blazer,89.99,http://dummyimage.com/103x100.png/5fa2dd/ffffff,Yellow,Clothing - Outerwear,Elevate your outfit with this sophisticated velvet blazer.
542,Herb-Infused Olive Oil,8.99,http://dummyimage.com/160x100.png/cc0000/ffffff,Aquamarine,Food - Oils,Premium olive oil infused with herbs for enhanced flavor.
543,Eco-Friendly Beeswax Wraps,14.99,http://dummyimage.com/225x100.png/ff4444/ffffff,Mauv,Kitchen,"Reusable wraps for food storage, replacing plastic wraps."
